game_name,average_score,gb_review_count,original_release_date,id,name,Genre1,Genre2,Genre3,Genre4,Genre5,Involved_company1,Involved_company2,rating,rating_count,franchise_len,first_release_date,multiplayer
PlanetSide 2,0.95,392,2012-11-20,1265,PlanetSide 2,5,12,24,33,0,28430,6997,71.1048736870943,90,1,1353369600,0
Poker Night 2,0.6,245,2013-04-24,2047,Poker Night 2,9,14,15,16,35,294,,75.90427363687868,27,1,1366761600,0
Pokémon Battle Revolution,0.4,147,2007-06-25,2325,Pokémon Battle Revolution,4,12,15,16,0,1095,70,68.14993171950104,65,1,1166054400,1
Pokémon Pinball,0.8,98,1999-06-28,4068,Pokémon Pinball,30,33,0,0,0,70,800,69.62820136588148,82,1,924048000,0
Pokémon Ranger,1.0,196,2006-03-26,14606,Pokémon Ranger,12,31,0,0,0,762,70,70.2084754485204,77,1,1143072000,0
Pokémon Shuffle,0.4,147,2015-02-18,8592,Pokémon Shuffle,9,0,0,0,0,70,1074,63.6582037246265,45,1,1424217600,0
Pokémon Super Mystery Dungeon,0.8,49,2015-09-17,10906,Pokémon Super Mystery Dungeon,12,24,31,0,0,1217,70,70.95466148056792,41,1,1442448000,0
Policenauts,0.6857142857142857,343,1994-07-29,4290,Policenauts,5,31,34,0,0,129,,83.344518082917,9,1,775440000,0
Pong,0.4,98,,1333,Pong,13,14,33,0,0,2519,82,78.4733581102333,103,1,91843200,1
Populous,0.4,49,1989-01-01,248,Populous,11,12,13,15,0,1,864,76.39248845601647,37,1,613008000,0
Populous: The Beginning,1.0,98,1998-11-30,5525,Populous: The Beginning,11,12,15,0,0,14,1,74.74586155835047,30,1,912384000,0
Prince of Persia,0.7578947368421052,3724,1989-10-03,2438,Prince of Persia,8,9,31,0,0,38,,77.67797051556389,279,1,1228176000,0
Prince of Persia,0.7578947368421052,3724,1989-10-03,2472,Prince of Persia,8,9,31,0,0,195,,82.21831027823691,247,1,623376000,0
Prince of Persia: The Forgotten Sands,0.6888888888888889,882,2010-05-18,2468,Prince of Persia: The Forgotten Sands,8,25,31,0,0,822,38,67.88103060692393,210,1,1274140800,0
Prince of Persia: The Two Thrones,0.825,392,2005-12-01,2437,Prince of Persia: The Two Thrones,8,25,31,0,0,38,,80.36170878882471,382,1,1133395200,0
Pro Evolution Soccer 2008,0.8666666666666666,441,2008-01-24,4647,Pro Evolution Soccer 2008,13,14,0,0,0,129,,75.78434856953098,68,1,1193356800,0
Pro Evolution Soccer 2011,0.8,98,2010-11-02,4650,Pro Evolution Soccer 2011,13,14,0,0,0,159,129,74.62379072263752,75,1,1285804800,0
Project Gotham Racing 4,0.8,784,2007-10-02,2540,Project Gotham Racing 4,10,0,0,0,0,1208,53,75.39871118059854,22,1,1191283200,0
Pushmo,0.95,196,2011-12-08,22921,Pushmo,8,9,0,0,0,765,70,84.47992932660155,16,1,1317772800,0
Puzzle Agent 2,0.8,245,2011-06-30,6778,Puzzle Agent 2,2,9,31,0,0,294,,78.97914214658846,18,1,1309392000,0
Quest for Infamy,0.2,49,2014-07-10,8250,Quest for Infamy,2,9,12,31,32,4179,2460,70,2,1,1404950400,0
Quest of Dungeons,0.8,49,2014-03-25,16932,Quest of Dungeons,12,15,31,32,0,13222,,76,2,1,1391299200,0
R.U.S.E.,1.0,98,2010-06-04,1378,R.U.S.E.,11,15,24,0,0,457,,70.20247040671157,10,1,1283817600,0
RPG Maker MV,1.0,98,2015-10-23,24624,RPG Maker MV,12,13,0,0,0,4706,2262,86.05187963144272,5,1,1445558400,0
Raging Fighter,0.4,49,1993-03-26,48921,Raging Fighter,4,0,0,0,0,129,,67,1,1,733104000,0
Raiden Fighters Aces,0.8,98,2009-05-12,7153,Raiden Fighters Aces,5,0,0,0,0,1052,313,80,1,1,1206576000,1
Rain,0.6,98,2013-10-01,2969,Rain,9,31,0,0,0,400,1383,75.7153772360306,29,1,1380585600,0
Rambo,0.4,294,2008-09-18,48210,Rambo,5,8,0,0,0,1766,,59.18177800532622,7,1,597196800,0
Ratchet & Clank,0.8714285714285713,1372,2002-11-05,1289,Ratchet & Clank,5,8,31,0,0,834,13634,81.86680029004538,243,1,1036368000,0
Ratchet & Clank,0.8714285714285713,1372,2002-11-05,11065,Ratchet & Clank,5,8,31,0,0,834,10100,80.44643179230106,385,1,1460419200,0
Ratchet & Clank Future: A Crack in Time,0.9473684210526315,931,2009-10-27,1795,Ratchet & Clank Future: A Crack in Time,5,8,31,33,0,834,13634,79.96972477793574,123,1,1256601600,0
Ratchet & Clank: All 4 One,0.55,588,2011-10-18,1796,Ratchet & Clank: All 4 One,8,31,0,0,0,834,13634,58.9241724920611,48,1,1318896000,1
Ratchet & Clank: Size Matters,0.7714285714285715,1029,2007-02-13,1791,Ratchet & Clank: Size Matters,5,8,31,0,0,1864,13634,68.99879321448647,71,1,1171324800,0
Ratchet & Clank: Up Your Arsenal,0.85,588,2004-11-02,1773,Ratchet & Clank: Up Your Arsenal,5,8,31,0,0,834,13634,80.78459993623902,159,1,1099353600,0
Rayman,0.6,98,1995-09-08,1963,Rayman,8,31,0,0,0,41468,104,78.56352465314508,177,1,809913600,0
Rayman,0.6,98,1995-09-08,85578,Rayman,8,0,0,0,0,23299,104,79.72746734919232,9,1,949363200,0
Rayman,0.6,98,1995-09-08,193321,Rayman,8,0,0,0,0,41468,104,70.12367092336788,4,1,817776000,0
Really Big Sky,0.6,98,2012-04-24,10755,Really Big Sky,5,32,33,0,0,6320,2852,60,2,1,1330041600,1
Receiver,0.8,294,2012-06-18,8141,Receiver,5,13,32,0,0,2497,,67.56195907761699,12,1,1367193600,0
Recettear: An Item Shop's Tale,0.888888888888889,441,2007-12-31,12524,Recettear: An Item Shop's Tale,12,13,32,0,0,6553,6554,69.15843697545368,46,1,1198195200,0
Red Faction,0.7,196,2001-05-21,6273,Red Faction,5,31,0,0,0,7462,197,73.59084394803826,118,1,990489600,1
Regency Solitaire,0.8,49,2015-05-18,35745,Regency Solitaire,9,15,16,32,34,9524,,80,3,1,1431907200,0
Resident Evil 2,0.8833333333333334,588,1998-01-21,880,Resident Evil 2,5,31,0,0,0,651,655,83.64991020104526,461,1,885340800,0
Resident Evil 2,0.8833333333333334,588,1998-01-21,19686,Resident Evil 2,5,31,0,0,0,37,42265,88.03996510140705,920,1,1548374400,0
Resident Evil 6,0.6571428571428571,1372,2012-10-02,1082,Resident Evil 6,5,31,0,0,0,774,37,66.04288085008078,413,1,1349136000,1
Resident Evil: Director's Cut,0.9,98,1997-09-10,23377,Resident Evil: Director's Cut,5,31,0,0,0,17160,37,81.68188323589463,41,1,875145600,0
Resident Evil: Revelations,0.711111111111111,441,2012-01-26,978,Resident Evil: Revelations,5,31,0,0,0,37,321,74.15065953121886,180,1,1327536000,1
Resident Evil: Revelations,0.711111111111111,441,2012-01-26,150045,Resident Evil: Revelations,5,31,0,0,0,37,321,68.9475151208312,33,1,1369008000,1
Resident Evil: Revelations 2,0.7428571428571429,343,2015-02-24,7725,Resident Evil: Revelations 2,5,31,0,0,0,6970,37,72.29177152394595,165,1,1424736000,1
Resistance: Retribution,0.8,196,2009-03-17,22885,Resistance: Retribution,5,0,0,0,0,726,13634,60.41899959643811,14,1,1236816000,1
Resonance,0.6666666666666667,441,2012-06-19,6327,Resonance,2,9,31,32,0,2764,2763,74.27229936430835,24,1,1340064000,0
Retro City Rampage,0.6,49,2012-10-09,8063,Retro City Rampage,5,9,10,31,32,4014,,68.94180215683906,17,1,1349740800,0
RiME,0.6,98,2017-05-26,7621,RiME,8,9,31,32,0,1113,4872,76.7952216604648,200,1,1495756800,0
Ridge Racer,0.8666666666666666,294,2004-12-12,18696,Ridge Racer,10,0,0,0,0,263,13634,74.41264222669805,20,1,754617600,0
Ridge Racer,0.8666666666666666,294,2004-12-12,18787,Ridge Racer,10,0,0,0,0,263,,69.27427119290743,9,1,1102809600,0
Rise of the Triad: Dark War,1.0,49,1995-02-17,2380,Rise of the Triad: Dark War,5,0,0,0,0,188,4130,74.85237503843796,21,1,792979200,0
Risk of Rain,1.0,147,2013-11-08,3173,Risk of Rain,5,8,12,25,31,1532,1418,77.38431895825711,127,1,1383868800,1
River City Ransom,0.95,392,1989-04-25,6558,River City Ransom,4,12,25,31,0,213,2103,78.16035840324241,42,1,633744000,1
Road Rash II,1.0,49,,4429,Road Rash II,4,10,0,0,0,1,23993,78.95860933177431,31,1,723168000,1
Robotics;Notes DaSH,0.2,147,2019-01-31,56043,Robotics;Notes DaSH,31,34,0,0,0,2428,,70,2,1,1548892800,0
Rock Band 2,0.93125,1568,2008-09-14,2692,Rock Band 2,7,0,0,0,0,1261,843,86.32566099366281,82,1,1221350400,1
Rock Revolution,0.6,196,2008-10-15,7164,Rock Revolution,7,0,0,0,0,129,2149,45,3,1,1224028800,1
Rock of Ages,0.7666666666666667,588,2011-08-31,2284,Rock of Ages,10,15,32,0,0,954,818,75.72141783168603,42,1,1314748800,0
Rocket Knight,0.7428571428571429,343,2010-05-12,10782,Rocket Knight,8,12,31,0,0,163,129,66.12675612476079,5,1,1273536000,0
Rogue Legacy 2,1.0,98,2022-04-28,132058,Rogue Legacy 2,8,12,31,32,0,1639,,75.20081371440405,30,1,1587168000,0
RollerCoaster Tycoon,0.9,392,1999-03-31,254,RollerCoaster Tycoon,13,15,0,0,0,8532,208,82.45815325488066,182,1,922838400,0
RollerCoaster Tycoon 3,0.6,98,2004-10-26,235,RollerCoaster Tycoon 3,13,15,0,0,0,208,2406,74.13320176066645,104,1,1099353600,0
Rugrats: Search for Reptar,1.0,49,1998-10-31,2787,Rugrats: Search for Reptar,31,0,0,0,0,197,319,70.06554031177862,19,1,909792000,0
Rule of Rose,0.8,98,2006-09-12,7415,Rule of Rose,9,31,0,0,0,2488,13634,77.83477252948353,33,1,1137628800,0
Rune Factory 2: A Fantasy Harvest Moon,0.8,147,2008-11-18,20768,Rune Factory 2: A Fantasy Harvest Moon,12,13,0,0,0,832,819,59.97490599349906,6,1,1199318400,0
RuneScape,0.6,1372,2001-03-29,5611,RuneScape,2,12,31,0,0,2050,,79.51093693673833,113,1,978566400,1
Runes of Magic,0.8666666666666666,147,2009-03-19,14730,Runes of Magic,12,31,32,0,0,1696,7388,60.04495469786229,9,1,1237420800,0
Rush Bros.,0.6,49,2013-05-24,10802,Rush Bros.,8,9,10,32,0,2561,,50,1,1,1369353600,0
S.T.A.L.K.E.R.: Clear Sky,0.8285714285714286,686,2008-09-15,4840,S.T.A.L.K.E.R.: Clear Sky,5,12,0,0,0,144,423,72.8493872005336,154,1,1219363200,1
SSX,0.7428571428571429,686,2000-10-26,4175,SSX,9,10,13,14,0,277,1945,77.37276048488023,31,1,972518400,0
SSX,0.7428571428571429,686,2000-10-26,4179,SSX,10,14,0,0,0,454,277,79.9131480008588,28,1,1330387200,0
Saints Row 2,0.8324324324324325,3626,2008-10-14,826,Saints Row 2,5,10,31,0,0,4291,197,73.24735957881158,246,1,1223942400,1
Saints Row: The Third,0.8290909090909091,2695,2011-11-15,873,Saints Row: The Third,5,10,31,0,0,26,74,78.46670844069502,593,1,1321315200,1
Samba de Amigo,0.4,49,2008-09-23,70087,Samba de Amigo,7,0,0,0,0,112,395,68,4,1,944438400,0
Samurai Shodown,0.8,98,2019-06-25,4260,Samurai Shodown,4,0,0,0,0,23993,112,76.80128198602355,43,1,742003200,1
Samurai Shodown,0.8,98,2019-06-25,109277,Samurai Shodown,4,0,0,0,0,18444,4310,75.43958611120367,24,1,1561420800,0
Samurai Warriors 2,0.8,98,2006-02-24,7173,Samurai Warriors 2,25,0,0,0,0,630,1394,70.10000072248204,10,1,1140739200,0
Scene It? Box Office Smash,0.8,49,2008-10-28,7181,Scene It? Box Office Smash,26,0,0,0,0,53,2275,76.53654341016497,5,1,1225152000,0
Scorn,0.4,49,2022-10-14,19817,Scorn,9,31,32,0,0,10219,35637,72.06532174725905,79,1,1665705600,0
Scribblenauts Unlimited,0.6,294,2012-11-13,2943,Scribblenauts Unlimited,8,9,15,31,0,2162,50,72.34992866676903,98,1,1352764800,1
Secret Service,0.2,49,,7183,Secret Service,5,0,0,0,0,1488,1487,70,2,1,1225756800,0
Section 8,0.65,196,2009-09-01,7184,Section 8,5,0,0,0,0,1327,408,69.97447989880851,9,1,1252022400,1
Sega Superstars Tennis,0.7142857142857143,343,2008-03-18,47367,Sega Superstars Tennis,14,0,0,0,0,23,439,70.55836593261137,11,1,1205712000,0
Sengoku,0.8,49,1991-02-12,5433,Sengoku,4,25,33,0,0,1474,,60.44830708268207,12,1,663638400,0
Sengoku,0.8,49,1991-02-12,27946,Sengoku,11,12,13,15,0,7466,517,50,4,1,1316044800,0
Senran Kagura Bon Appétit!,0.4,147,2014-03-20,11530,Senran Kagura Bon Appétit!,7,0,0,0,0,6074,1772,79.20636047104871,9,1,1398297600,0
Serena,0.8,98,2014-01-30,14528,Serena,2,31,32,0,0,9984,8249,75.98449448716026,23,1,1391040000,0
Sexy Beach 3,0.8,49,,22422,Sexy Beach 3,13,31,0,0,0,10212,,78.87549735665951,23,1,1159488000,0
Shadow Harvest: Phantom Ops,0.2,49,2011-04-05,16236,Shadow Harvest: Phantom Ops,5,0,0,0,0,7998,538,40,1,1,1301961600,0
Shadow Hearts: Covenant,0.9,196,2004-09-27,4171,Shadow Hearts: Covenant,12,0,0,0,0,6210,6211,80.63832878119923,26,1,1077148800,0
Shadow Hearts: From the New World,0.7,392,2005-07-28,4172,Shadow Hearts: From the New World,12,0,0,0,0,6210,6211,40.81738814095041,7,1,1122508800,0
Shadow Tactics: Blades of the Shogun,0.8,49,2016-12-06,19085,Shadow Tactics: Blades of the Shogun,11,13,15,24,32,1104,2248,86.71441071010594,154,1,1480982400,0
Shadow of the Colossus,0.9052631578947368,1862,2018-02-06,2207,Shadow of the Colossus,8,9,31,0,0,44,13634,89.60452775369048,1045,1,1129593600,0
Shadow of the Colossus,0.9052631578947368,1862,2018-02-06,37094,Shadow of the Colossus,8,9,31,0,0,10100,1030,84.73316394953059,301,1,1517875200,0
Shadow of the Colossus,0.9052631578947368,1862,2018-02-06,139896,Shadow of the Colossus,8,9,31,0,0,44,1030,84.8339944631956,30,1,1326326400,0
Shadow of the Tomb Raider,0.5599999999999999,245,2018-09-14,37777,Shadow of the Tomb Raider,5,9,31,0,0,27,23,77.77923533594509,468,1,1536883200,0
Shadowgrounds,0.4,196,2006-05-05,9019,Shadowgrounds,5,0,0,0,0,2729,4790,64.50345494589607,19,1,1131667200,1
Shadowgrounds Survivor,0.6,147,2007-11-14,9931,Shadowgrounds Survivor,5,33,0,0,0,2729,376,79.51916790047166,9,1,1194998400,1
Shadowrun,0.76,490,2007-05-29,3000,Shadowrun,12,25,31,0,0,1402,112,83.50250752256771,13,1,733017600,0
Shadowrun,0.76,490,2007-05-29,7640,Shadowrun,12,0,0,0,0,2678,804,83.46888121191306,19,1,736214400,0
Shadowrun,0.76,490,2007-05-29,7643,Shadowrun,5,33,0,0,0,685,53,56.17571615838087,23,1,1180396800,1
Shadows of the Damned,0.7913043478260869,2254,2011-06-21,5971,Shadows of the Damned,5,9,0,0,0,1,845,78.63538239102952,54,1,1308614400,0
Shadowverse,0.6,49,2016-06-17,25811,Shadowverse,12,15,16,35,0,6181,,79.98673825083536,21,1,1466121600,0
Shank,0.73,980,2010-08-24,7518,Shank,25,32,0,0,0,1005,1,73.10492969916415,87,1,1282608000,1
Shantae,0.6,49,2002-06-04,8432,Shantae,8,31,0,0,0,37,28729,75.92395109066403,25,1,1022976000,0
Shantae: Risky's Revenge,1.0,147,2010-10-04,11782,Shantae: Risky's Revenge,8,9,31,0,0,1021,2187,82.1087809752463,30,1,1286150400,0
Shatter,0.8153846153846154,637,2009-07-23,13101,Shatter,9,32,33,0,0,1318,16143,75.53819753964804,14,1,1248307200,1
Shelter,0.8,49,,7832,Shelter,13,16,31,32,0,921,,72.14569695888785,23,1,1377648000,0
Shenmue I & II,0.6,49,2018-08-21,96391,Shenmue I & II,12,31,0,0,0,112,5696,72.94551919193347,26,1,1534809600,0
Shin Megami Tensei IV,0.8,343,2013-05-23,6886,Shin Megami Tensei IV,12,0,0,0,0,818,70,80.14632900623707,65,1,1369267200,0
Shin Megami Tensei: Devil Survivor,0.8727272727272727,2156,2009-01-15,6884,Shin Megami Tensei: Devil Survivor,12,15,24,34,0,818,2932,77.52812465267435,33,1,1231977600,0
Shin Megami Tensei: Devil Survivor Overclocked,0.6,49,2011-08-23,19131,Shin Megami Tensei: Devil Survivor Overclocked,12,15,24,0,0,2932,818,91.15486471325602,19,1,1314057600,0
Shin Megami Tensei: Strange Journey,0.9,98,2009-10-08,15467,Shin Megami Tensei: Strange Journey,12,31,0,0,0,818,2488,90.41692796265629,27,1,1254960000,0
ShootMania Storm,0.6,49,2013-04-10,16464,ShootMania Storm,5,0,0,0,0,394,104,79.98127391316056,7,1,1365552000,0
Sid Meier's Civilization V: Gods & Kings,0.8,98,2012-06-19,3271,Sid Meier's Civilization V: Gods & Kings,13,15,16,0,0,377,8,84.76057784979548,56,1,1340064000,1
Sid Meier's SimGolf,1.0,98,2002-01-23,869,Sid Meier's SimGolf,13,14,15,0,0,1,377,75,6,1,1011744000,0
SimCity 2000,1.0,49,,330,SimCity 2000,13,15,0,0,0,1,354,77.52874290789673,160,1,757296000,0
Simon the Sorcerer,0.8,49,1993-01-02,459,Simon the Sorcerer,2,9,31,0,0,380,368,81.24249164148321,47,1,725932800,0
Simulacra,0.8,98,2017-10-26,74378,Simulacra,12,13,31,32,34,6218,24127,71.43499861388501,35,1,1508976000,0
Singularity,0.775,1568,2010-04-30,571,Singularity,5,9,0,0,0,71,66,76.33669170905999,208,1,1277424000,0
Sins of a Solar Empire,0.8666666666666666,588,2008-02-04,872,Sins of a Solar Empire,11,15,24,0,0,533,583,82.47071103691495,27,1,1202083200,1
Skullgirls,0.875,392,2012-04-10,9425,Skullgirls,4,32,33,0,0,5082,5083,77.05450348839852,78,1,1334016000,0
Sky Force Anniversary,0.8,98,2015-04-30,10030,Sky Force Anniversary,5,32,33,0,0,14478,,80.31693987917068,30,1,1401926400,1
Skylar & Plux: Adventure on Clover Island,0.8,49,2017-05-19,28066,Skylar & Plux: Adventure on Clover Island,8,31,32,0,0,12435,12132,50.54222604465431,7,1,1495152000,0
Sly 2: Band of Thieves,0.95,392,2004-09-14,1799,Sly 2: Band of Thieves,8,31,0,0,0,403,13634,84.26952194498253,127,1,1095120000,0
Sly 2: Band of Thieves,0.95,392,2004-09-14,222126,Sly 2: Band of Thieves,8,31,0,0,0,13634,1898,76.06862914319875,5,1,1289260800,0
Snatcher,0.8571428571428571,343,1988-11-26,5451,Snatcher,2,5,31,34,0,129,,79.9753320312732,21,1,719798400,0
Sniper Elite: Nazi Zombie Army,0.6,98,2013-02-28,7637,Sniper Elite: Nazi Zombie Army,5,24,0,0,0,445,318,63.18579199653759,16,1,1362009600,1
Sniper: Ghost Warrior,0.5,196,2010-06-24,1367,Sniper: Ghost Warrior,5,13,24,0,0,926,74,55.31725909123703,78,1,1277337600,0
Sniper: Ghost Warrior 3,0.8,49,2017-04-25,10964,Sniper: Ghost Warrior 3,5,24,0,0,0,1212,,51.13470083841908,41,1,1493078400,0
Soldat,0.8,98,2002-06-29,8722,Soldat,5,32,0,0,0,3027,,83.42988953719183,17,1,1020902400,0
Soldier of Fortune,0.6,49,,3111,Soldier of Fortune,5,0,0,0,0,71,1735,74.09546496388347,103,1,951782400,0
Sonic & Knuckles,1.0,196,1994-10-18,9475,Sonic & Knuckles,8,0,0,0,0,395,23993,80.54921932400191,165,1,782438400,1
Sonic CD,0.9199999999999999,245,1993-09-23,5452,Sonic CD,8,0,0,0,0,395,875,72.88846700368337,145,1,748742400,0
Sonic CD,0.9199999999999999,245,1993-09-23,86807,Sonic CD,8,31,0,0,0,112,875,79.85817689840104,13,1,1323820800,0
Sonic Free Riders,0.3,98,2010-11-04,20118,Sonic Free Riders,10,31,0,0,0,395,,16.09129412982936,9,1,1288828800,1
Sonic Gems Collection,0.6,98,2005-08-16,22510,Sonic Gems Collection,4,8,10,0,0,395,112,89.56823460059655,10,1,1123718400,1
Sonic Generations,0.7454545454545454,1078,2011-11-01,506,Sonic Generations,8,31,0,0,0,395,112,78.01114697434473,204,1,1320105600,0
Sonic Generations,0.7454545454545454,1078,2011-11-01,128798,Sonic Generations,8,31,0,0,0,112,395,70.04595228713859,14,1,1322092800,1
Sonic Heroes,0.42857142857142855,686,2004-01-06,4156,Sonic Heroes,8,31,0,0,0,112,395,65.82697835609,185,1,1072742400,1
Sonic the Hedgehog 4: Episode I,0.6625,784,2010-10-07,9473,Sonic the Hedgehog 4: Episode I,8,31,33,0,0,396,395,36.48367973880929,41,1,1286409600,0
Soul Sacrifice,0.7,392,2013-04-30,19912,Soul Sacrifice,12,0,0,0,0,13634,,79.87250489473973,9,1,1362614400,1
South Park Rally,0.2,147,2000-01-22,1259,South Park Rally,10,0,0,0,0,806,287,63.24700762730123,11,1,947030400,1
Spec Ops: The Line,0.7333333333333333,1764,2012-06-26,1377,Spec Ops: The Line,5,31,0,0,0,8,20,82.17080821206844,750,1,1340668800,1
Spectraball,0.8,49,2008-10-20,14918,Spectraball,8,9,32,0,0,4807,,60,0,1,1220227200,0
Speed Racer: The Videogame,0.65,196,2008-05-06,5176,Speed Racer: The Videogame,10,0,0,0,0,50,1318,71.02600822066225,6,1,1210032000,0
Spider-Man 2,0.72,490,1992-08-03,6285,Spider-Man 2,25,31,0,0,0,428,817,76.18617030074851,219,1,1088380800,0
Spider-Man: Friend or Foe,0.6,490,2007-10-02,5180,Spider-Man: Friend or Foe,8,25,31,0,0,432,1054,57.75956636501832,32,1,1191283200,0
Spider-Man: Shattered Dimensions,0.7375,784,2010-09-07,553,Spider-Man: Shattered Dimensions,8,31,0,0,0,66,432,71.74842419656721,114,1,1283817600,0
Spore,0.65,1176,,1876,Spore,11,12,13,15,31,284,1,73.0809164131787,298,1,1220486400,0
Sports Champions,0.8,98,2010-09-17,18237,Sports Champions,14,0,0,0,0,9356,13634,70.25331270309435,16,1,1284595200,1
Spyro: Enter the Dragonfly,0.8,49,2002-10-03,1579,Spyro: Enter the Dragonfly,8,0,0,0,0,2043,2044,67.10866150114528,41,1,1036454400,0
Star Control II,0.9,98,1992-11-30,1046,Star Control II,13,15,31,32,0,741,547,96.49967899474461,17,1,721958400,0
Star Fox,0.95,196,1993-03-22,8581,Star Fox,5,0,0,0,0,70,421,82.53369143683513,128,1,730252800,0
Star Fox 2,0.6,147,2017-09-29,9674,Star Fox 2,5,8,11,15,0,260,70,69.98097365591998,13,1,1506643200,0
Star Fox 64 3D,0.9333333333333333,294,2011-07-14,6890,Star Fox 64 3D,5,0,0,0,0,2342,2933,80.55855177894712,43,1,1310860800,0
Star Trek Online,0.5,196,2010-02-02,7584,Star Trek Online,12,13,15,24,31,916,917,63.97908620619244,29,1,1265068800,1
Star Trek: Conquest,0.6,98,2007-11-20,5193,Star Trek: Conquest,15,0,0,0,0,279,16565,73,0,1,1195516800,0
Star Wars,0.4,735,1992-12-16,12858,Star Wars,5,33,0,0,0,1740,195,77.81442575012946,15,1,420595200,0
Star Wars,0.4,735,1992-12-16,54649,Star Wars,8,0,0,0,0,804,1233,77.23257942197277,8,1,690163200,0
Star Wars,0.4,735,1992-12-16,72396,Star Wars,5,8,0,0,0,13956,,62.60204935864444,5,1,565574400,0
Star Wars: Dark Forces,0.8,441,1995-02-15,157,Star Wars: Dark Forces,5,0,0,0,0,10,10,78.28486480781727,124,1,793929600,0
Star Wars: Jedi Knight - Dark Forces II,0.8,98,1997-09-30,150,Star Wars: Jedi Knight - Dark Forces II,5,0,0,0,0,10,,83.43993539179795,86,1,875577600,1
Star Wars: Jedi Knight - Jedi Academy,0.85,196,2003-09-17,153,Star Wars: Jedi Knight - Jedi Academy,5,31,0,0,0,71,72,83.86597919262633,354,1,1063670400,0
Star Wars: Jedi Starfighter,0.4,49,2002-03-10,6160,Star Wars: Jedi Starfighter,13,31,0,0,0,10,,61.68332783334819,16,1,1015718400,1
StarDrive,0.7,98,2013-04-26,10889,StarDrive,11,15,32,0,0,7793,2776,40,4,1,1366934400,0
StarTropics,0.8,98,1990-12-01,15901,StarTropics,12,31,0,0,0,70,33804,85.72115378573199,24,1,660009600,0
Starfield,0.6,147,2023-08-31,96437,Starfield,5,12,31,0,0,126,16565,69.42497590483558,204,1,1693958400,0
Starport Delta,0.2,49,2020-03-27,110879,Starport Delta,11,13,15,32,0,16741,,60,2,1,1585353600,0
Starseed Pilgrim,0.8666666666666666,294,2013-04-16,16317,Starseed Pilgrim,8,9,31,32,0,8040,8041,77.74998096864229,6,1,1366070400,0
Starship Troopers,0.2,49,2005-10-27,22401,Starship Troopers,5,0,0,0,0,27535,340,40.12702374200969,10,1,1128211200,1
SteamWorld Dig,0.7333333333333333,441,2013-08-08,5772,SteamWorld Dig,8,9,31,32,0,2542,,73.7423073970296,182,1,1375833600,0
Steep,0.7,98,2016-12-01,19554,Steep,13,14,31,0,0,39,2921,78.79994121650888,98,1,1480550400,1
Steins;Gate,0.8,147,2009-10-15,7194,Steins;Gate,31,34,0,0,0,2428,3020,96.3583629444071,204,1,1255564800,0
Stella Glow,0.8,147,2015-06-04,11459,Stella Glow,12,15,16,0,0,818,2092,89.98133814467323,8,1,1433376000,0
Street Fighter II: The World Warrior,1.0,98,1991-02-06,39306,Street Fighter II: The World Warrior,4,33,0,0,0,37,33804,74.88126686063579,17,1,677548800,0
Strider,0.7,196,,5333,Strider,8,25,31,0,0,37,160,72.5463607093403,52,1,1392681600,0
Strider,0.7,196,,6969,Strider,8,33,0,0,0,37,227,67.95352546812892,39,1,604713600,0
Strider,0.7,196,,74421,Strider,8,0,0,0,0,37,33804,79.4102716218327,5,1,615254400,0
Strikey Sisters,0.8,98,2017-06-01,38793,Strikey Sisters,31,32,33,0,0,10658,,80,3,1,1496275200,0
Stubbs the Zombie in Rebel Without a Pulse,0.8,196,2005-10-18,79,Stubbs the Zombie in Rebel Without a Pulse,31,0,0,0,0,209,73,72.4837343027016,36,1,1129593600,1
Suikoden II,0.8666666666666666,147,1998-12-17,1454,Suikoden II,12,15,0,0,0,129,,91.81597669385793,95,1,913852800,0
Suikoden Tierkreis,0.6,196,2008-12-28,1452,Suikoden Tierkreis,12,0,0,0,0,129,,77.7248868220151,14,1,1229558400,0
Summoner,0.5,98,2000-10-25,3103,Summoner,12,31,0,0,0,7462,197,80.35122036373153,13,1,972345600,1
Sundered,0.8,98,2017-07-28,24428,Sundered,8,31,32,0,0,7097,,84.54553881381932,22,1,1501200000,1
Sunset Overdrive,0.7428571428571429,686,2014-10-28,3247,Sunset Overdrive,5,8,31,0,0,834,1010,80.62206638931634,139,1,1414454400,1
Super Godzilla,0.6,49,1993-12-22,38418,Super Godzilla,4,15,0,0,0,13549,3920,56.47462359729899,8,1,756604800,0
Super Mario 3D All-Stars,0.8,49,2020-09-18,138225,Super Mario 3D All-Stars,8,31,0,0,0,70,7902,66.12554523630975,44,1,1600387200,1
Super Mario 64 DS,0.7714285714285715,686,2004-11-21,22301,Super Mario 64 DS,8,31,0,0,0,421,70,80.63495802816861,176,1,1100995200,0
Super Mario Maker 2,0.8,49,2019-06-28,115276,Super Mario Maker 2,8,0,0,0,0,7902,70,81.08345420512538,168,1,1561680000,1
Super Metroid,1.0,686,1994-03-19,1103,Super Metroid,5,8,31,0,0,1809,25077,93.03755226107327,809,1,764035200,0
Super Monkey Ball,0.4,98,2001-06-23,2927,Super Monkey Ball,8,33,0,0,0,1096,112,68.59880421731157,40,1,1000425600,1
Super Punch-Out!!,0.8,147,,9151,Super Punch-Out!!,14,0,0,0,0,5953,70,81.26721636849328,49,1,779500800,0
